Name,Rating,Amount of Ratings,Short Description,Details,Ingredients,Directions,Author,Nutrition facts
Restaurant-Style Tequila Lime Chicken,4.6,(271),"This spicy, marinated broiled chicken dish is the same as that of a well-known restaurant chain's Tequila Lime Chicken. Enjoy! Serve with rice and pico de gallo salsa, if desired.","

Prep Time:
30 mins


Cook Time:
20 mins


Additional Time:
 2 hrs


Total Time:
 2 hrs 50 mins


Servings:
4 


Yield:
4 servings

","

1 cup water


⅓ cup teriyaki sauce


2 tablespoons lime juice


2 teaspoons minced garlic


1 teaspoon liquid smoke flavoring


½ teaspoon salt


¼ teaspoon ground ginger


¼ teaspoon tequila


4  skinless, boneless chicken breast halves

","

 Combine water, teriyaki sauce, lime juice, garlic, liquid smoke, salt, ginger, and tequila in a medium nonporous glass bowl and mix all together. Add chicken and turn to coat; cover bowl and refrigerate for 2 to 3 hours.




 Meanwhile, make the Mexi-Ranch Dressing: mix mayonnaise, sour cream, milk, tomato, peppers, onion, parsley, hot pepper sauce, salt, dill weed, paprika, cayenne pepper, cumin, chili powder, and ground black pepper in a medium bowl and mix well until smooth. Cover bowl and chill until needed.




 Set oven rack about 6 inches from the heat source and preheat the oven's broiler, or preheat an outdoor grill for medium-high heat and lightly oil the grate.




 Remove chicken from marinade, discarding any remaining marinade. Grill or broil chicken for 3 to 5 minutes per side, or until chicken is cooked through and juices run clear.




 Arrange cooked chicken in a 9x13-inch baking dish. Spread a layer of Mexi-Ranch dressing over each piece of chicken, followed by 1/4 cup of cheese blend. Broil in preheated oven for 2 to 3 minutes, or just until cheese has melted.




 Spread a bed of about 1/2 cup crumbled corn chips or tortilla strips on each of 4 plates. Slide a chicken breast onto the chips on each plate and serve.

 





 



","
Submitted by
Robbie Rice
","
Nutrition Facts (per serving)



1030
Calories


65g 
Fat


68g 
Carbs


41g 
Protein



"
Classic Chicken Cordon Bleu,4.8,"(7,056)","This version of classic chicken Cordon Bleu (meaning ""blue ribbon"") is served with a creamy wine sauce. The term originally referred to an award for culinary excellence.","

Prep Time:
20 mins


Cook Time:
40 mins


Total Time:
 1 hr


Servings:
6 

","

3 tablespoons all-purpose flour


1 teaspoon paprika


6  skinless, boneless chicken breast halves


6 slices Swiss cheese


6 slices ham


6 tablespoons butter


½ cup dry white wine


1 teaspoon chicken bouillon granules


1 cup heavy whipping cream


1 tablespoon cornstarch

","

 Mix flour and paprika together in a shallow bowl.




 Pound chicken breasts to a thickness of 1/4 inch. Place one slice Swiss and one slice ham onto each breast, leaving the outer 1/2 inch uncovered. Roll chicken over filling, dip in flour mixture to coat on all sides, and secure with toothpicks.




 Melt butter in a large skillet over medium-high heat. Add chicken and cook, turning occasionally, until browned on all sides, 5 to 8 minutes. Add wine and bouillon. Reduce the heat to low, cover, and simmer until chicken is no longer pink in the center and the juices run clear, about 30 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).




 Transfer chicken to a warm platter and remove the toothpicks. Whisk cream and cornstarch together in a small bowl; slowly pour into the skillet, whisking constantly to blend with remaining wine mixture. Cook, stirring often, until sauce thickens, 3 to 5 minutes.




 Pour sauce over chicken and serve immediately.

 





 
 France C



","
Submitted by
Behr
","
Nutrition Facts (per serving)



584
Calories


41g 
Fat


8g 
Carbs


42g 
Protein



"
Millie Pasquinelli's Fried Chicken,4.8,(302),"This fried chicken recipe without buttermilk is easy to make with simple pantry ingredients. The chicken is fried to perfection and comes out juicy every time. Mouthwatering, and especially delicious when served with homemade ravioli and sauce on the side.","

Prep Time:
30 mins


Cook Time:
30 mins


Total Time:
 1 hr


Servings:
12 

","

3 cups all-purpose flour


5 tablespoons seasoned salt


3 tablespoons garlic powder


  salt and pepper to taste


4 large eggs, beaten


2 (2 to 3 pound) whole chickens, cut into pieces


1 quart vegetable oil for frying

","

 Mix flour, seasoned salt, garlic powder, salt, and pepper in a shallow plate or bowl. Place eggs in a separate shallow bowl.




 Roll or shake chicken pieces in the flour mixture and place on a platter. Then dip each chicken piece in the egg and roll again in the flour mixture.




 Heat oil in a deep-fryer or large skillet to 375 degrees F (190 degrees C).




 Fry coated chicken pieces in hot oil for about 5 minutes on each side. Cover skillet and cook on lower heat for about 10 minutes. Remove cover, turn up the heat, and fry for 5 minutes on each side to make chicken crispy. Chicken is done when it is no longer pink inside and its juices run clear. An instant-read thermometer inserted near the bone should read 165 degrees F (74 degrees C).




 Drain fried chicken on paper towels and keep warm in an oven until ready to serve.



","
Submitted by
SUE PASQUINELLI
","
Nutrition Facts (per serving)



622
Calories


38g 
Fat


27g 
Carbs


41g 
Protein



"
Hearty Chicken Pot Pie,4.7,(501),This is a very hearty and flavorful chicken pot pie!,"

Prep Time:
20 mins


Cook Time:
 1 hr


Additional Time:
10 mins


Total Time:
 1 hr 30 mins


Servings:
4 

","

1 ½ pounds skinless, boneless chicken breast meat


1 cup chicken broth


½ teaspoon salt


¼ teaspoon ground black pepper


1 ½ cups milk


3 tablespoons butter


1  onion, chopped


1 cup chopped celery


⅓ cup all-purpose flour


2 cups frozen mixed vegetables, thawed


1 tablespoon chopped fresh parsley


½ teaspoon dried thyme


1 (9-inch) refrigerated pie crust


1 egg, lightly beaten

","

 Combine chicken meat, chicken broth, salt, and pepper in a large saucepan over medium high heat; bring to a boil and reduce heat to low. Cover and let simmer for 30 minutes, or until chicken is no longer pink in the center and the juices run clear.




 Remove chicken and let cool. Pour remaining chicken broth mixture into a measuring cup. Let stand; spoon off fat. Add enough milk to broth mixture to equal 2 ½ cups. Cut chicken into ½-inch pieces.




 In the same pan, melt butter or margarine over medium heat. Add onion and celery. Sauté, stirring, for 3 minutes. Stir in flour until well blended. Gradually stir in broth mixture. Simmer, stirring constantly, until the sauce thickens and boils. Add the chicken, vegetables, parsley and thyme. Pour mixture into a 1 ½ quart deep casserole dish.




 Preheat the oven to 400 degrees F (200 degrees C).




 Roll out pastry 1 inch larger than the diameter of the casserole dish on a lightly floured surface. Cut slits in the pastry for venting air. Place pastry on top of casserole. Roll edges and cut away extra pastry; flute edges by pinching together. Reroll scraps to cut into decorative designs. Place on top of pastry. Brush pastry with beaten egg and bake in the preheated oven for 30 minutes or until the crust is golden brown and the filling is bubbling. Let cool for 10 minutes and serve.



","
Submitted by
CORWYNN DARKHOLME
","
Nutrition Facts (per serving)



930
Calories


40g 
Fat


72g 
Carbs


67g 
Protein



"
Slow Cooker Chicken Dressing,4.6,(130),"Slow cooker dressing made with chicken breast, cornbread, chicken broth, cream of chicken soup, eggs and onion -- and flavored with sage.","

Prep Time:
30 mins


Cook Time:
 4 hrs 30 mins


Total Time:
 5 hrs


Servings:
16 


Yield:
16 servings

","

5  skinless, boneless chicken breast halves


1 (9x9 inch) pan cornbread, cooled and crumbled


8 slices day-old bread, torn into small pieces


4  eggs, beaten


1  onion, chopped


1 teaspoon salt


1 teaspoon ground black pepper


2 teaspoons dried sage


2 (14.5 ounce) cans chicken broth


2 (10.75 ounce) cans  condensed cream of chicken soup


2 tablespoons margarine

","

 Place chicken in a pot with water to cover, and bring to a boil over medium heat. Boil 20 minutes, or until cooked through. Cool, and cut into pieces.




 In a slow cooker, stir together chicken, cornbread, bread, eggs, onion, salt, pepper, sage, chicken broth, and chicken soup. Stir until well blended. Dot with margarine.




 Cover, and cook on Low for 3 to 4 hours. Remove lid, and fluff with fork. Let rest 15 minutes before serving.



","
Submitted by
Mindy McCoy
","
Nutrition Facts (per serving)



246
Calories


10g 
Fat


26g 
Carbs


14g 
Protein



"
Chicken Pot Pie VI,4.7,(318),"This is a simple and delicious recipe I received from a friend. Chock-full of tender veggies, gooey cheese, and moist chicken.","

Prep Time:
30 mins


Cook Time:
50 mins


Total Time:
 1 hr 20 mins


Servings:
6 


Yield:
1 casserole

","

1 recipe pastry for a 9 inch double crust pie


4  boneless, skinless chicken breast halves


½ cup chopped onion


1 teaspoon poultry seasoning


1 (10.75 ounce) can  condensed cream of chicken soup


1 (10.75 ounce) can  condensed cream of mushroom soup


1 cup shredded Cheddar cheese


1 cup shredded mozzarella cheese


2 cups frozen mixed vegetables, thawed


1 cup sliced fresh mushrooms


  salt and pepper to taste

","

 Preheat oven to 350 degrees F (175 degrees C). Lightly grease and flour a 2 quart casserole dish.




 Place chicken breasts, onion, and poultry seasoning in a medium saucepan and add enough water to cover. Simmer over medium heat for 8 to 10 minutes, until chicken is cooked through. Drain and dice chicken.




 In a large bowl, combine chicken, onions, cream of chicken soup, cream of mushroom soup, Cheddar cheese, mozzarella cheese, mixed vegetables, mushrooms, and salt and pepper. Mix thoroughly.




 Lay one sheet of pastry in bottom of greased and floured pan. Pour chicken mixture over pastry. Cover with second sheet of pastry. Seal edges of top and bottom pastries. Cut steam vents in top.




 Bake in preheated oven for 50 minutes, until pastry is golden brown.



","
Submitted by
Angie Smothermon
","
Nutrition Facts (per serving)



648
Calories


37g 
Fat


45g 
Carbs


34g 
Protein



"
"Broccoli, Rice, Cheese, and Chicken Casserole",4.3,"(1,138)",This cheesy chicken broccoli rice casserole is very easy to make. You can leave out the onion but it does add flavor. It can be made ahead and frozen.,"

Prep Time:
15 mins


Cook Time:
30 mins


Total Time:
45 mins


Servings:
8 

","

2 cups water


2 cups uncooked instant rice


2 (10 ounce) cans chunk chicken, drained


1 (16 ounce) package frozen chopped broccoli


1 pound processed cheese food, cubed


1 (10.75 ounce) can  condensed cream of mushroom soup


1 (10.75 ounce) can  condensed cream of chicken soup


1 cup milk


¼ cup butter, cubed


1 small white onion, chopped

","

 Preheat the oven to 350 degrees F (175 degrees C).




 Bring water to a boil in a medium saucepan; stir in instant rice, cover, and remove from heat. Let stand for 5 minutes.




 Mix prepared rice, chicken, broccoli, processed cheese, condensed mushroom soup, condensed chicken soup, milk, butter, and onion in a 9x13-inch baking dish.




 Bake in the preheated oven until cheese is melted, about 30 to 35 minutes. Stir halfway through cooking to help cheese melt evenly.

 





 
 Genna1118



","
Submitted by
Heather
","
Nutrition Facts (per serving)



756
Calories


31g 
Fat


83g 
Carbs


36g 
Protein



"
To-Die-For Chicken Pot Pie,4.7,(112),"This is a recipe passed down from my Mom. Every time I make it, someone asks for the recipe. One friend says her family fights over it! I hope you enjoy! You can also make a homemade chicken soup with this recipe. Just cut up veggies, shred chicken, and cook in chicken broth.","

Prep Time:
45 mins


Cook Time:
 1 hr


Total Time:
 1 hr 45 mins


Servings:
6 


Yield:
1 pot pie

","

6  carrots, chopped


6 stalks celery, chopped


1 cup fresh or frozen peas 


1 cup fresh or frozen green beans, thawed


1 cup corn kernels


1  yellow onion, diced


1 cup quartered red potatoes


3 cups chicken broth


1 teaspoon thyme


½ teaspoon salt


½ teaspoon ground black pepper


4 (.87 ounce) packages dry chicken gravy mix


4 cups water


1 (15 ounce) package double crust ready-to-use pie crusts (such as Pillsbury®)


1 whole roasted chicken, bones and skin removed, meat shredded


¼ cup butter, cut into pieces


1  egg


¼ cup milk

","

 Preheat oven to 425 degrees F (220 degrees C). Place a baking sheet on the a rack on which you'll bake the pie.




 Combine the carrots, celery, peas, green beans, corn, onion, red potatoes, and chicken broth in a large pot. Season the vegetable mixture with thyme, salt, and black pepper; bring to a boil. Reduce heat to medium-low, cover, and simmer until the vegetables are tender, about 15 minutes. Drain the vegetables and set aside.




 Place dry chicken gravy mix into another saucepan and gradually whisk in the water until smooth. Bring the mixture to a boil, reduce heat to medium-low, and simmer until thickened, about 1 minute. Set gravy aside and allow to continue to thicken as it cools.




 Press one of the pie crusts into the bottom of a 9-inch pie dish. Spoon a layer of gravy (about 1/3 cup) into the crust. Layer the cooked vegetables and shredded chicken into the crust until the filling is level with the top of the pie dish. Pour the rest of the gravy slowly over the filling until gravy is visible at the top. Scatter butter pieces over the filling; top with second crust. Seal the 2 crusts together and crimp with a fork.




 Whisk the egg and milk together in a bowl, and brush the egg wash over the top crust. Pierce the top crust several times to vent steam.




 Bake the pot pie in the preheated oven until the filling is bubbling and the crust is golden brown, about 45 minutes to 1 hour. Check periodically to see if the edge of the crust is browning too quickly; if needed, cover the edge with a strip of aluminum foil to prevent over-browning.

 





 



","
Submitted by
jenhusted
","
Nutrition Facts (per serving)



678
Calories


38g 
Fat


65g 
Carbs


25g 
Protein



"
Garlic Tuscan Chicken,4.8,(122),This is a great quick keto-friendly meal. Serve over pasta if desired.,"

Prep Time:
10 mins


Cook Time:
15 mins


Total Time:
25 mins


Servings:
4 

","

2 tablespoons olive oil


1 ½ pounds skinless, boneless chicken breasts, thinly sliced


1 cup heavy cream


½ cup chicken broth


½ cup grated Parmesan cheese


1 teaspoon garlic powder


1 teaspoon Italian seasoning


1 cup spinach, chopped


½ cup chopped sun-dried tomatoes

","

 Heat olive oil in a large skillet over medium-high heat. Cook chicken until browned and no longer pink in the center, 3 to 5 minutes per side. Remove chicken and set aside on a plate.




 Add heavy cream, chicken broth, Parmesan cheese, garlic powder, and Italian seasoning to the skillet. Whisk sauce over medium-high heat until starting to thicken, about 5 minutes. Add spinach and sun-dried tomatoes; simmer until spinach starts to wilt, about 1 minute. Return chicken to the skillet and cook until heated through, 2 to 3 minutes.

 





 
 Tracy Wood



","
Submitted by
Tracy Wood
","
Nutrition Facts (per serving)



505
Calories


35g 
Fat


7g 
Carbs


40g 
Protein



"
Cordon Bleu Chicken Rolls,4.6,(473),Chicken is rolled and stuffed with ham and cheese. This is the best chicken cordon bleu recipe! I hope you enjoy it as much as I have.,"

Prep Time:
30 mins


Cook Time:
40 mins


Total Time:
 1 hr 10 mins


Servings:
6 

","

8  skinless, boneless chicken breasts


8 slices cooked ham


4 slices Swiss cheese, cut into 1 inch pieces


1 teaspoon dried thyme


  salt and pepper to taste


¼ cup melted butter


½ cup cornflakes cereal crumbs

","

 Gather all ingredients and preheat the oven to 400 degrees F (200 degrees C). Lightly grease a 9x13-inch baking dish.

 





 
 Dotdash Meredith Food Studios




 Make the chicken rolls: Place each chicken breast half between sheets of plastic wrap and pound with a meat mallet to about 1/8 inch thickness.

 





 
 Dotdash Meredith Food Studios




 Place a piece of cheese on each ham slice and sprinkle lightly with thyme and salt and pepper to taste. Roll up seasoned ham and cheese jellyroll-style, then roll each chicken breast with ham and cheese inside. Tuck in ends and fasten with toothpicks.

 





 
 Dotdash Meredith Food Studios




 Place melted butter in a small bowl and place cereal crumbs in a shallow dish or bowl. Dip each chicken roll in butter, then roll in crumbs, turning to coat thoroughly. Place coated rolls in the prepared baking dish.

 





 
 Dotdash Meredith Food Studios




 Bake in the preheated oven until chicken is golden brown and juices run clear, about 40 minutes.




 While the chicken is cooking, prepare the cordon bleu sauce: Mix together condensed soup, sour cream, and lemon juice in a small saucepan. Heat over low heat, stirring occasionally, until combined.

 





 
 Dotdash Meredith Food Studios




 Serve sauce hot over chicken rolls. Enjoy!

 





 
 Dotdash Meredith Food Studios



","
Submitted by
Michelle
","
Nutrition Facts (per serving)



490
Calories


25g 
Fat


14g 
Carbs


50g 
Protein



"
Huli Huli Chicken,4.6,(116),"'Huli Huli Chicken' (turn, turn) was invented by Ernest Morgado when he cooked teriyaki chicken for a group of farmers in 1955. This has been a Hawaiian staple with sticky rice ever since. This is my family's version of Huli Huli Chicken. Use aji mirin (sweet rice wine) in place of sherry if desired.","

Prep Time:
15 mins


Cook Time:
30 mins


Additional Time:
 4 hrs


Total Time:
 4 hrs 45 mins


Servings:
8 


Yield:
8 servings

","

2 (3 pound) chickens, each cut into 8 pieces


1 cup unsweetened pineapple juice


½ cup soy sauce


½ cup brown sugar


⅓ cup ketchup


¼ cup sherry


1 (2 inch) piece fresh ginger, crushed


3 cloves garlic, crushed


4  green onions, chopped


¼ teaspoon dry mustard

","

 Rinse chicken pieces and pat dry with paper towels. Combine pineapple juice, soy sauce, brown sugar, ketchup, sherry, ginger, garlic, green onions, and dry mustard in a large resealable plastic bag, stirring the marinade until brown sugar has dissolved. Place chicken pieces into the bag, squeeze out air, seal bag, and lomi (massage) bag to coat chicken with marinade. Refrigerate at least 4 hours to overnight.




 Move an oven rack 6 inches from heat source and preheat oven to 425 degrees F (220 degrees C).




 Remove chicken from marinade and arrange chicken, skin sides up, on a broiler pan.




 Bake chicken in preheated oven until browned on both sides and the juices run clear, turning every 10 minutes, 30 to 45 minutes. Baste with remaining marinade after each turning. An instant-read meat thermometer inserted into the thickest piece of chicken, not touching bone, should read at least 160 degrees F (70 degrees C).



","
Submitted by
Mama Smith
","
Nutrition Facts (per serving)



527
Calories


26g 
Fat


24g 
Carbs


48g 
Protein



"
Chicken Noodle Casserole,4.4,"(2,464)",Creamy chicken noodle casserole topped with crushed crackers. Wonderful as leftovers topped with melted cheese!,"

Prep Time:
30 mins


Cook Time:
55 mins


Total Time:
 1 hr 25 mins


Servings:
6 


Yield:
1 2-quart casserole

","

4  skinless, boneless chicken breast halves


6 ounces egg noodles


1 (10.5 ounce) can condensed cream of mushroom soup


1 (10.5 ounce) can condensed cream of chicken soup


1 cup sour cream


  salt to taste


  ground black pepper to taste


½ cup butter


1 cup crumbled buttery round crackers

","

 Gather all ingredients. Preheat the oven to 350 degrees F (175 degrees C).

 





 
 Dotdash Meredith Food Studios




 Fill a large pot with water and bring to a simmer over medium heat. Add chicken; poach in simmering water until no longer pink in center, about 12 minutes. Use a slotted spoon to remove chicken from pot and set aside. Leave water in the pot.

 





 
 Dotdash Meredith Food Studios




 Bring chicken cooking water to a boil. Stir in egg noodles and cook until tender with a slight bite, about 10 minutes. Drain.

 





 
 Dotdash Meredith Food Studios




 Transfer noodles to a large bowl. Cut chicken into bite-size pieces and mix with noodles.

 





 
 Dotdash Meredith Food Studios




 Mix together both condensed soups and sour cream in a separate bowl. Season with salt and pepper. Add soup mixture to chicken mixture and gently stir until combined. Transfer to a 2-quart baking dish.

 





 
 Dotdash Meredith Food Studios




 Melt butter in a small saucepan over low heat and remove from heat. Stir in crumbled crackers.

 





 
 Dotdash Meredith Food Studios




 Sprinkle mixture over top of casserole.

 





 
 Dotdash Meredith Food Studios




 Bake in the preheated oven until heated through and browned on top, about 30 minutes.

 





 
 Dotdash Meredith Food Studios



","
Submitted by
Dawne
","
Nutrition Facts (per serving)



542
Calories


34g 
Fat


36g 
Carbs


23g 
Protein



"
Ranch Chicken Tacos,4.6,(176),"These ranch chicken tacos are a great change from regular Mexican-style tacos. A quick, cool summer dinner made with leftover rotisserie chicken. Naturally, you can use any type of chicken cooked the way you like; just be sure to shred it for real tacos.","

Prep Time:
20 mins


Cook Time:
5 mins


Total Time:
25 mins


Servings:
4 


Yield:
8 tacos

","

½ cup ranch dressing


¼ cup reduced-fat sour cream


1 (1 ounce) packet taco seasoning mix, divided


1 tablespoon mild chunky salsa


2 cups shredded rotisserie chicken


8 (6 inch) corn tortillas


  shredded lettuce


1  tomato, chopped


4  green onions, sliced


1 (4 ounce) can sliced black olives


1  avocado - peeled, pitted and diced (Optional)


1 cup shredded Colby-Monterey Jack cheese

","

 Combine ranch dressing, sour cream, 1 teaspoon taco seasoning, and salsa in a small bowl. Cover and refrigerate until serving.




 Toss chicken with remaining taco seasoning. Cover bowl loosely with wax paper or plastic wrap. Microwave chicken until chicken is heated through, about 2 to 3 minutes.




 Warm tortillas in a skillet for about a minute on each side to make them pliable. Place a scoop of chicken on the tortilla and top with lettuce, tomato, green onion, olives, avocado, cheese, and a spoonful of the ranch dressing mixture.



","
Submitted by
Joan Dredge
","
Nutrition Facts (per serving)



717
Calories


49g 
Fat


40g 
Carbs


31g 
Protein



"
Sweet Chili Lime Chicken with Cilantro Couscous,4.6,(118),"A very flavorful Asian-type meal with a sweet heat that incorporates my favorite flavors (chili, lime, and cilantro) with a little bit of sugar. The sauce glazes the chicken and is wonderful over the cilantro couscous. You can substitute salt and pepper to taste for MSG.","

Prep Time:
15 mins


Cook Time:
15 mins


Additional Time:
5 mins


Total Time:
35 mins


Servings:
4 

","

1 tablespoon olive oil


1 pound skinless, boneless chicken breasts, cubed


1 pinch monosodium glutamate (such as Ac'cent), or to taste


6 tablespoons soy sauce


6 tablespoons brown sugar


1 lime, zested and juiced


½ teaspoon red pepper flakes, or more to taste


2 cups vegetable broth


1 cup couscous 


⅓ cup chopped cilantro


4 lime wedges

","

 Heat olive oil in a large skillet over medium heat. Add cubed chicken; cook and stir until juices run clear and chicken is no longer pink inside, 5 to 6 minutes. Sprinkle with monosodium glutamate as chicken cooks; transfer to a plate.




 Combine soy sauce, brown sugar, zest of 1 lime, juice of 1 lime, and red pepper flakes in a bowl, stirring until sugar dissolved; add to hot skillet. Bring to a boil, then reduce heat to low. Simmer, stirring occasionally, until sauce begins to reduce slightly, 3 to 4 minutes. Stir chicken into sauce; cook until sauce glazes chicken, about 2 to 3 minutes, stirring often.




 Bring vegetable broth to a boil in a saucepan. Stir in couscous, turn off the heat, and let couscous stand until broth is absorbed, about 5 minutes. Stir in cilantro.




 Arrange couscous on a serving platter; top with chicken and sauce. Squeeze lime wedges over couscous and chicken before serving.

 





 



","
Submitted by
Grumpy's Honeybunch
","
Nutrition Facts (per serving)



380
Calories


6g 
Fat


52g 
Carbs


28g 
Protein



"
Instant Pot Chicken Cacciatore,4.7,(312),"This wonderful, traditionally slow-cooked recipe has been translated into a quick and easy pressure cooker meal. Using the Instant Pot, you get an intensely flavorful meal made in minutes that will have your family thinking you simmered this all day. Serve over spaghetti noodles, rice, cauliflower rice, or eat as a stew!","

Prep Time:
15 mins


Cook Time:
40 mins


Additional Time:
5 mins


Total Time:
 1 hr


Servings:
4 

","

4 (6 ounce) bone-in chicken thighs, with skin


2 tablespoons olive oil


1 (4 ounce) package sliced fresh mushrooms


3 stalks celery, chopped


½  onion, chopped


2 cloves garlic, minced


1 (14 ounce) can stewed tomatoes


2 tablespoons tomato paste


2 teaspoons herbes de Provence


¾ cup water


3 cubes  chicken bouillon, crumbled


1 pinch red pepper flakes (Optional)


1 pinch ground black pepper to taste (Optional)

","

 Gather the ingredients.




 Rinse chicken thighs and pat dry with paper towels. Heat oil in the pot of an electric pressure cooker (such as Instant Pot) on Sauté mode; add chicken. Cook until browned, about 6 minutes per side. Transfer chicken to a plate, reserving drippings in the pot.




 Place mushrooms, celery, and onion in the pot; cook and stir until soft, about 5 minutes. Add garlic; cook until fragrant, about 2 minutes. Place chicken back in the pot; add tomatoes and tomato paste. Sprinkle with herbes de Provence. Top with water and bouillon.




 Close and lock the lid. Select high pressure according to manufacturer's instructions. Allow 10 to 15 minutes for pressure to build. Cook for 11 minutes.




 Release pressure carefully using the quick-release method according to manufacturer's instructions, about 5 minutes. Unlock and remove the lid carefully, turning it away from you. Test chicken for doneness; an instant-read thermometer inserted near the bone should read 165 degrees F (74 degrees C). Season to taste with red pepper flakes and black pepper.

 





 
 France C



","
Submitted by
Diana71
","
Nutrition Facts (per serving)



392
Calories


25g 
Fat


14g 
Carbs


30g 
Protein



"
Instant Pot Pepper Chicken,4.7,(118),This Instant Pot recipe for chicken and peppers is one of our favorite meals. I received an Instant Pot for Christmas and used the ingredients I had on hand to make it. Serve over rice.,"

Prep Time:
10 mins


Cook Time:
35 mins


Additional Time:
10 mins


Total Time:
55 mins


Servings:
6 

","

6  boneless, skinless chicken thighs


1 cup water


2 medium green bell peppers, chopped


1 large yellow onion, chopped


½ cup soy sauce


¼ cup brown sugar


2 tablespoons honey


3 cloves garlic, peeled


  ground black pepper to taste

","

 Place chicken thighs and water in a multi-functional pressure cooker (such as Instant Pot). Close and lock the lid. Select high pressure according to manufacturer's instructions; set the timer for 10 minutes. Allow 10 to 15 minutes for pressure to build.




 Release pressure using the natural-release method according to manufacturer's instructions, 10 to 40 minutes. Unlock and remove the lid. Leave chicken in the pot; drain and discard all liquid.




 Switch to the Sauté function. Add bell peppers, onion, soy sauce, brown sugar, honey, garlic, and black pepper.




 Cook until most of the liquid is evaporated, vegetables are soft, and chicken is no longer pink in the center, about 15 minutes. An instant-read thermometer inserted into the center of chicken thighs should read at least 165 degrees F (74 degrees C).



","
Submitted by
Carla nicole
","
Nutrition Facts (per serving)



234
Calories


9g 
Fat


21g 
Carbs


17g 
Protein



"
Breaded Chicken Fingers,4.7,"(1,128)",This chicken fingers recipe is for you if you like the taste of garlic. It is easy to make but requires time to marinate.,"

Prep Time:
20 mins


Cook Time:
10 mins


Additional Time:
 2 hrs


Total Time:
 2 hrs 30 mins


Servings:
8 

","

6  skinless, boneless chicken breast halves - cut into 1/2 inch strips


1  egg, beaten


1 cup buttermilk


1 ½ teaspoons garlic powder


1 cup all-purpose flour


1 cup seasoned bread crumbs


1 teaspoon baking powder


1 teaspoon salt


1 quart oil for frying

","

 Place chicken strips into a large, resealable plastic bag. Mix egg, buttermilk, and garlic powder in a small bowl. Pour mixture into the bag with chicken. Seal and refrigerate for 2 to 4 hours.




 Mix together flour, bread crumbs, baking powder, and salt in another large, resealable plastic bag.




 Remove chicken from the refrigerator; drain and discard buttermilk mixture. Place chicken in the bag with flour mixture; seal, then shake to coat.




 Heat oil in a large, heavy skillet to 375 degrees F (190 degrees C).




 Carefully place coated chicken into the skillet. Fry in hot oil until golden brown and juices run clear. Transfer chicken to a paper towel-lined plate to drain. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).



","
Submitted by
Janet Shannon
","
Nutrition Facts (per serving)



346
Calories


16g 
Fat


25g 
Carbs


25g 
Protein



"
Slow Cooker Pulled Chicken Tacos,4.6,(107),"Tacos always keep the family running home for dinner. Here's a new take on classic pulled chicken tacos made with chicken thighs, a hint of sweet orange, tangy lime, and savory soy sauce. There's minimal chopping and prep work, so you can get out of the kitchen fast. Use a slow cooker liner in this recipe to make clean-up even easier. Top each taco with diced red onion, chopped cilantro, and a squeeze of fresh lime juice.","

Prep Time:
10 mins


Cook Time:
 2 hrs


Total Time:
 2 hrs 10 mins


Servings:
6 

","

1  Reynolds® Slow Cooker Liner


1 ½ pounds boneless, skinless chicken thighs (or mix of thighs and breasts)


1 teaspoon salt, divided


½ teaspoon crushed black pepper, divided


1 small onion, diced


4 cloves garlic, crushed


1  jalapeno, cut in half and seeded


¾ cup orange juice


2 medium limes, juiced


1 tablespoon soy sauce


2 teaspoons ground cumin


1 small bunch cilantro, stems cut off and leaves coarsely chopped


12 (6 inch) corn tortillas, warmed

","

 Line a 4-quart to 6-quart slow cooker with a Reynolds Slow Cooker Liner.




 Trim any large pieces of fat from chicken thighs. Season chicken with 1/2 of the salt and pepper; add to slow cooker.




 Add onion, garlic, jalapeño, orange juice, lime juice, soy sauce, cumin, and remaining salt and pepper to the slow cooker. Stir gently with a wooden or silicone spoon to combine.




 Cover and cook on Low for 4 to 5 hours or High for 2 to 3 hours, until chicken is done.




 Carefully remove the lid to allow steam to escape. Use a slotted spoon to transfer chicken to a large bowl or cutting board. Shred into bite-sized chunks. Chicken should easily shred when it is cooked through.




 Ladle out some juice from the slow cooker, leaving enough to mix with shredded chicken.




 Spoon shredded chicken back into the lined slow cooker. Season to taste with additional salt, pepper, and cumin, if necessary.




 Serve in warmed tortillas with desired toppings.

 





 



","
Submitted by
Reynolds KitchensR
","
Nutrition Facts (per serving)



324
Calories


13g 
Fat


32g 
Carbs


22g 
Protein



"
